"tick","Count 1 Producers","Count 2 Internationals","Count 3 Wholesalers","Count 4 Retailers","Count 5 Consumers"
579.0,3.0,3.0,2.0,7.0,15.0
580.0,4.0,3.0,2.0,7.0,15.0
581.0,4.0,3.0,2.0,7.0,15.0
582.0,4.0,3.0,2.0,7.0,15.0
583.0,4.0,3.0,2.0,7.0,15.0
584.0,4.0,3.0,3.0,7.0,15.0
585.0,4.0,3.0,3.0,7.0,15.0
586.0,4.0,3.0,3.0,7.0,15.0
587.0,4.0,3.0,3.0,7.0,15.0
588.0,4.0,3.0,3.0,7.0,15.0
589.0,4.0,3.0,3.0,7.0,15.0
590.0,4.0,3.0,3.0,7.0,16.0
591.0,4.0,3.0,3.0,7.0,17.0
592.0,4.0,3.0,3.0,7.0,17.0
593.0,4.0,3.0,3.0,7.0,17.0
594.0,4.0,3.0,3.0,7.0,17.0
595.0,4.0,3.0,3.0,7.0,17.0
596.0,4.0,3.0,4.0,7.0,17.0
597.0,4.0,3.0,4.0,7.0,17.0
598.0,4.0,3.0,4.0,7.0,17.0
599.0,4.0,3.0,4.0,7.0,17.0
600.0,4.0,3.0,4.0,7.0,17.0
601.0,4.0,3.0,4.0,7.0,17.0
602.0,4.0,3.0,4.0,7.0,17.0
603.0,4.0,3.0,4.0,6.0,18.0
604.0,4.0,3.0,4.0,6.0,18.0
605.0,4.0,3.0,4.0,6.0,18.0
606.0,4.0,3.0,4.0,6.0,18.0
607.0,4.0,3.0,4.0,6.0,17.0
608.0,4.0,3.0,4.0,6.0,17.0
609.0,4.0,3.0,4.0,6.0,17.0
610.0,4.0,3.0,4.0,6.0,17.0
611.0,4.0,3.0,4.0,6.0,17.0
612.0,4.0,3.0,4.0,6.0,17.0
613.0,4.0,3.0,4.0,6.0,17.0
614.0,4.0,3.0,5.0,6.0,17.0
615.0,4.0,3.0,5.0,6.0,17.0
616.0,4.0,3.0,5.0,6.0,17.0
617.0,5.0,3.0,5.0,6.0,18.0
618.0,5.0,3.0,5.0,6.0,18.0
619.0,5.0,3.0,5.0,6.0,18.0
620.0,5.0,3.0,5.0,6.0,18.0
621.0,5.0,3.0,5.0,6.0,18.0
622.0,5.0,3.0,5.0,6.0,18.0
623.0,5.0,3.0,5.0,6.0,18.0
624.0,5.0,3.0,5.0,6.0,18.0
625.0,5.0,3.0,5.0,6.0,18.0
626.0,6.0,3.0,5.0,6.0,18.0
627.0,6.0,3.0,5.0,6.0,18.0
628.0,6.0,3.0,5.0,6.0,18.0
629.0,7.0,3.0,5.0,6.0,18.0
630.0,7.0,3.0,5.0,6.0,18.0
631.0,7.0,3.0,5.0,6.0,18.0
632.0,7.0,3.0,5.0,6.0,18.0
633.0,7.0,3.0,5.0,6.0,18.0
634.0,7.0,3.0,5.0,6.0,18.0
635.0,7.0,3.0,5.0,6.0,18.0
636.0,7.0,3.0,4.0,6.0,19.0
637.0,7.0,3.0,4.0,6.0,19.0
638.0,7.0,3.0,4.0,6.0,19.0
639.0,7.0,3.0,4.0,6.0,19.0
640.0,7.0,3.0,4.0,6.0,19.0
641.0,7.0,3.0,4.0,6.0,19.0
642.0,7.0,3.0,4.0,6.0,19.0
643.0,7.0,3.0,4.0,6.0,18.0
644.0,7.0,3.0,4.0,6.0,18.0
645.0,7.0,3.0,4.0,6.0,18.0
646.0,7.0,3.0,4.0,6.0,18.0
647.0,7.0,3.0,4.0,7.0,18.0
648.0,7.0,3.0,4.0,7.0,18.0
649.0,7.0,3.0,4.0,7.0,18.0
650.0,7.0,3.0,4.0,7.0,18.0
651.0,7.0,3.0,4.0,7.0,18.0
652.0,7.0,3.0,4.0,7.0,18.0
653.0,7.0,3.0,4.0,7.0,18.0
654.0,7.0,3.0,4.0,7.0,18.0
655.0,7.0,3.0,4.0,7.0,18.0
656.0,7.0,3.0,4.0,7.0,18.0
657.0,7.0,3.0,4.0,7.0,18.0
658.0,7.0,3.0,4.0,6.0,19.0
659.0,7.0,3.0,4.0,6.0,19.0
660.0,7.0,3.0,4.0,6.0,19.0
661.0,7.0,3.0,4.0,6.0,19.0
662.0,7.0,3.0,4.0,6.0,19.0
663.0,7.0,3.0,4.0,5.0,19.0
664.0,7.0,3.0,4.0,5.0,19.0
665.0,7.0,3.0,4.0,5.0,19.0
666.0,7.0,3.0,4.0,5.0,19.0
667.0,7.0,3.0,4.0,5.0,18.0
668.0,7.0,3.0,4.0,5.0,18.0
669.0,7.0,3.0,4.0,5.0,18.0
670.0,7.0,3.0,4.0,5.0,19.0
671.0,7.0,3.0,4.0,5.0,19.0
672.0,7.0,3.0,4.0,5.0,19.0
673.0,7.0,3.0,4.0,5.0,19.0
674.0,7.0,3.0,4.0,5.0,19.0
675.0,7.0,3.0,4.0,5.0,19.0
676.0,7.0,3.0,4.0,5.0,19.0
677.0,7.0,3.0,4.0,5.0,19.0
678.0,7.0,3.0,4.0,5.0,19.0
679.0,7.0,3.0,4.0,5.0,19.0
680.0,7.0,3.0,4.0,5.0,19.0
681.0,7.0,3.0,4.0,5.0,19.0
682.0,7.0,3.0,4.0,5.0,19.0
683.0,7.0,3.0,4.0,5.0,19.0
684.0,7.0,3.0,4.0,5.0,18.0
685.0,7.0,3.0,4.0,5.0,18.0
686.0,7.0,3.0,4.0,5.0,18.0
687.0,7.0,3.0,4.0,5.0,18.0
688.0,7.0,3.0,4.0,5.0,18.0
689.0,7.0,3.0,4.0,5.0,19.0
690.0,7.0,3.0,4.0,5.0,18.0
691.0,7.0,3.0,4.0,5.0,18.0
692.0,7.0,3.0,4.0,5.0,18.0
693.0,7.0,3.0,4.0,5.0,18.0
694.0,6.0,3.0,4.0,5.0,17.0
695.0,6.0,3.0,4.0,5.0,17.0
696.0,6.0,3.0,4.0,5.0,17.0
697.0,6.0,3.0,4.0,5.0,17.0
698.0,6.0,3.0,4.0,5.0,17.0
699.0,6.0,3.0,4.0,5.0,17.0
700.0,6.0,3.0,4.0,5.0,17.0
701.0,6.0,3.0,4.0,5.0,17.0
702.0,6.0,3.0,4.0,5.0,17.0
703.0,6.0,3.0,4.0,5.0,17.0
704.0,6.0,3.0,4.0,5.0,17.0
705.0,6.0,3.0,4.0,5.0,17.0
706.0,6.0,3.0,4.0,5.0,17.0
707.0,6.0,3.0,4.0,5.0,17.0
708.0,6.0,3.0,4.0,5.0,17.0
709.0,6.0,3.0,4.0,5.0,17.0
710.0,6.0,3.0,4.0,5.0,17.0
711.0,6.0,3.0,4.0,5.0,17.0
712.0,6.0,3.0,4.0,5.0,17.0
713.0,6.0,3.0,4.0,5.0,17.0
714.0,6.0,3.0,4.0,5.0,17.0
715.0,6.0,3.0,4.0,5.0,17.0
716.0,6.0,3.0,4.0,5.0,17.0
717.0,6.0,3.0,4.0,5.0,17.0
718.0,6.0,3.0,4.0,5.0,17.0
719.0,6.0,3.0,4.0,5.0,17.0
720.0,6.0,3.0,4.0,5.0,17.0
721.0,6.0,3.0,4.0,5.0,17.0
722.0,6.0,3.0,4.0,5.0,17.0
723.0,6.0,3.0,4.0,5.0,17.0
724.0,6.0,3.0,4.0,5.0,17.0
725.0,6.0,3.0,4.0,5.0,17.0
726.0,6.0,3.0,4.0,5.0,17.0
727.0,6.0,3.0,4.0,5.0,17.0
728.0,6.0,3.0,4.0,5.0,17.0
729.0,6.0,3.0,4.0,5.0,17.0
730.0,6.0,3.0,4.0,5.0,17.0
731.0,6.0,3.0,4.0,5.0,18.0
732.0,6.0,3.0,4.0,6.0,18.0
733.0,6.0,3.0,4.0,6.0,18.0
734.0,6.0,3.0,4.0,6.0,18.0
735.0,6.0,3.0,4.0,6.0,18.0
736.0,6.0,3.0,4.0,6.0,18.0
737.0,7.0,3.0,4.0,6.0,18.0
738.0,7.0,3.0,4.0,6.0,18.0
739.0,7.0,3.0,4.0,6.0,18.0
740.0,7.0,3.0,4.0,6.0,18.0
741.0,7.0,3.0,4.0,6.0,18.0
742.0,7.0,3.0,4.0,6.0,19.0
743.0,7.0,3.0,4.0,6.0,19.0
744.0,7.0,3.0,4.0,6.0,19.0
745.0,7.0,3.0,4.0,6.0,19.0
746.0,7.0,3.0,4.0,6.0,20.0
747.0,7.0,3.0,4.0,6.0,20.0
748.0,7.0,3.0,4.0,6.0,20.0
749.0,7.0,3.0,4.0,6.0,20.0
750.0,7.0,3.0,4.0,6.0,20.0
751.0,7.0,3.0,4.0,6.0,20.0
752.0,7.0,3.0,4.0,6.0,20.0
753.0,7.0,3.0,4.0,6.0,20.0
754.0,7.0,3.0,4.0,6.0,21.0
755.0,7.0,3.0,4.0,6.0,21.0
756.0,7.0,3.0,4.0,6.0,21.0
757.0,7.0,3.0,4.0,6.0,21.0
758.0,7.0,3.0,4.0,6.0,21.0
759.0,7.0,3.0,4.0,6.0,21.0
760.0,7.0,3.0,4.0,6.0,21.0
761.0,7.0,3.0,4.0,6.0,21.0
762.0,7.0,3.0,4.0,6.0,22.0
763.0,7.0,3.0,4.0,6.0,22.0
764.0,7.0,3.0,4.0,6.0,22.0
765.0,7.0,3.0,4.0,6.0,22.0
766.0,7.0,3.0,4.0,6.0,23.0
767.0,7.0,3.0,4.0,6.0,23.0
768.0,7.0,3.0,4.0,6.0,23.0
769.0,7.0,3.0,4.0,6.0,24.0
770.0,7.0,3.0,3.0,5.0,24.0
771.0,7.0,3.0,3.0,5.0,24.0
772.0,7.0,4.0,3.0,5.0,25.0
773.0,7.0,4.0,3.0,5.0,26.0
774.0,7.0,4.0,3.0,5.0,26.0
775.0,7.0,4.0,3.0,5.0,26.0
776.0,7.0,4.0,3.0,5.0,26.0
777.0,7.0,4.0,3.0,5.0,26.0
778.0,7.0,4.0,3.0,5.0,26.0
779.0,7.0,4.0,3.0,6.0,26.0
780.0,7.0,4.0,3.0,6.0,26.0
781.0,7.0,4.0,3.0,6.0,26.0
782.0,7.0,4.0,3.0,6.0,26.0
783.0,7.0,4.0,3.0,6.0,25.0
784.0,7.0,4.0,3.0,6.0,26.0
785.0,7.0,4.0,3.0,6.0,26.0
786.0,7.0,4.0,3.0,6.0,26.0
787.0,7.0,4.0,3.0,6.0,26.0
788.0,7.0,4.0,3.0,6.0,26.0
789.0,7.0,4.0,3.0,6.0,26.0
790.0,7.0,4.0,3.0,6.0,26.0
791.0,7.0,4.0,3.0,6.0,26.0
792.0,7.0,4.0,3.0,6.0,26.0
793.0,7.0,4.0,3.0,6.0,26.0
794.0,7.0,4.0,3.0,6.0,27.0
795.0,7.0,4.0,3.0,6.0,26.0
796.0,7.0,4.0,3.0,6.0,26.0
797.0,7.0,4.0,3.0,6.0,26.0
798.0,7.0,4.0,3.0,6.0,24.0
799.0,7.0,4.0,3.0,6.0,24.0
800.0,7.0,4.0,3.0,6.0,24.0
801.0,7.0,4.0,3.0,6.0,24.0
802.0,7.0,4.0,3.0,6.0,24.0
803.0,7.0,4.0,3.0,6.0,24.0
804.0,7.0,4.0,3.0,6.0,24.0
805.0,7.0,4.0,3.0,6.0,24.0
806.0,7.0,4.0,3.0,6.0,24.0
807.0,7.0,4.0,3.0,6.0,24.0
808.0,7.0,4.0,3.0,6.0,23.0
809.0,7.0,3.0,3.0,6.0,23.0
810.0,7.0,3.0,3.0,6.0,23.0
811.0,7.0,3.0,3.0,6.0,23.0
812.0,7.0,3.0,3.0,6.0,23.0
813.0,7.0,3.0,3.0,6.0,23.0
814.0,7.0,3.0,3.0,6.0,23.0
815.0,7.0,3.0,3.0,6.0,24.0
816.0,7.0,3.0,3.0,6.0,24.0
817.0,7.0,3.0,3.0,6.0,25.0
818.0,7.0,3.0,3.0,6.0,25.0
819.0,7.0,3.0,3.0,6.0,25.0
820.0,7.0,3.0,3.0,6.0,25.0
821.0,7.0,3.0,3.0,6.0,25.0
822.0,7.0,3.0,3.0,6.0,25.0
823.0,7.0,3.0,3.0,6.0,25.0
824.0,7.0,3.0,3.0,6.0,25.0
825.0,7.0,3.0,3.0,6.0,25.0
826.0,7.0,3.0,3.0,6.0,25.0
827.0,7.0,3.0,3.0,6.0,25.0
828.0,7.0,3.0,3.0,6.0,25.0
829.0,7.0,3.0,3.0,6.0,25.0
830.0,7.0,3.0,3.0,6.0,25.0
831.0,7.0,3.0,3.0,6.0,26.0
832.0,7.0,3.0,3.0,6.0,27.0
833.0,7.0,3.0,2.0,6.0,27.0
834.0,7.0,3.0,2.0,6.0,27.0
835.0,7.0,3.0,2.0,6.0,27.0
836.0,7.0,3.0,2.0,6.0,26.0
837.0,7.0,3.0,2.0,6.0,26.0
838.0,7.0,3.0,2.0,6.0,26.0
839.0,7.0,3.0,2.0,6.0,26.0
840.0,7.0,3.0,2.0,6.0,26.0
841.0,7.0,3.0,2.0,6.0,27.0
842.0,7.0,3.0,2.0,6.0,27.0
843.0,7.0,3.0,2.0,7.0,26.0
844.0,7.0,3.0,2.0,7.0,26.0
845.0,7.0,3.0,2.0,7.0,26.0
846.0,7.0,3.0,2.0,7.0,26.0
847.0,7.0,2.0,2.0,7.0,26.0
848.0,7.0,2.0,2.0,7.0,26.0
849.0,7.0,2.0,2.0,7.0,26.0
850.0,7.0,2.0,2.0,7.0,27.0
851.0,7.0,2.0,2.0,7.0,27.0
852.0,7.0,2.0,2.0,7.0,27.0
853.0,7.0,2.0,2.0,8.0,27.0
854.0,7.0,2.0,2.0,8.0,27.0
855.0,7.0,2.0,2.0,8.0,27.0
856.0,7.0,2.0,2.0,8.0,27.0
857.0,7.0,2.0,2.0,8.0,27.0
858.0,7.0,2.0,2.0,8.0,27.0
859.0,7.0,2.0,2.0,8.0,28.0
860.0,7.0,2.0,2.0,8.0,28.0
861.0,7.0,2.0,2.0,8.0,28.0
862.0,7.0,2.0,2.0,8.0,28.0
863.0,7.0,2.0,2.0,8.0,28.0
864.0,7.0,2.0,2.0,8.0,28.0
865.0,7.0,2.0,2.0,8.0,29.0
866.0,7.0,2.0,2.0,8.0,29.0
867.0,7.0,2.0,2.0,8.0,29.0
868.0,7.0,2.0,2.0,8.0,29.0
869.0,7.0,2.0,2.0,8.0,29.0
870.0,7.0,2.0,2.0,9.0,29.0
871.0,7.0,2.0,2.0,9.0,29.0
872.0,7.0,2.0,2.0,9.0,29.0
873.0,7.0,2.0,2.0,9.0,29.0
874.0,7.0,2.0,2.0,9.0,29.0
875.0,7.0,2.0,2.0,9.0,29.0
876.0,7.0,2.0,2.0,9.0,29.0
877.0,7.0,1.0,2.0,9.0,29.0
878.0,7.0,1.0,2.0,9.0,29.0
879.0,7.0,1.0,2.0,9.0,29.0
880.0,8.0,1.0,2.0,9.0,29.0
881.0,8.0,1.0,2.0,9.0,29.0
882.0,8.0,1.0,2.0,9.0,29.0
883.0,8.0,1.0,2.0,9.0,29.0
884.0,8.0,1.0,2.0,9.0,29.0
885.0,8.0,1.0,2.0,9.0,29.0
886.0,8.0,1.0,2.0,9.0,29.0
887.0,8.0,1.0,2.0,10.0,29.0
888.0,8.0,1.0,2.0,10.0,29.0
889.0,8.0,1.0,2.0,10.0,29.0
890.0,8.0,1.0,2.0,10.0,30.0
891.0,8.0,1.0,2.0,10.0,31.0
892.0,8.0,1.0,2.0,10.0,31.0
893.0,8.0,1.0,2.0,10.0,29.0
894.0,8.0,1.0,2.0,10.0,28.0
895.0,8.0,1.0,2.0,10.0,28.0
896.0,8.0,1.0,2.0,10.0,28.0
897.0,8.0,1.0,2.0,9.0,28.0
898.0,8.0,1.0,2.0,9.0,28.0
899.0,8.0,1.0,2.0,9.0,28.0
900.0,7.0,1.0,2.0,9.0,28.0
901.0,7.0,1.0,2.0,9.0,29.0
902.0,7.0,1.0,2.0,9.0,29.0
903.0,7.0,1.0,2.0,9.0,30.0
904.0,7.0,1.0,2.0,9.0,29.0
905.0,7.0,1.0,2.0,9.0,29.0
906.0,7.0,1.0,2.0,9.0,29.0
907.0,7.0,1.0,2.0,9.0,30.0
908.0,7.0,1.0,2.0,9.0,30.0
909.0,7.0,1.0,2.0,9.0,30.0
910.0,7.0,1.0,2.0,9.0,30.0
911.0,7.0,1.0,2.0,9.0,30.0
912.0,7.0,1.0,2.0,9.0,30.0
913.0,7.0,1.0,2.0,9.0,30.0
914.0,7.0,1.0,2.0,9.0,30.0
915.0,7.0,1.0,2.0,9.0,30.0
916.0,7.0,1.0,2.0,9.0,30.0
917.0,7.0,1.0,2.0,9.0,31.0
918.0,7.0,1.0,3.0,9.0,31.0
919.0,7.0,1.0,3.0,9.0,31.0
920.0,7.0,1.0,3.0,9.0,31.0
921.0,7.0,1.0,3.0,9.0,31.0
922.0,7.0,1.0,3.0,9.0,31.0
923.0,8.0,1.0,3.0,9.0,31.0
924.0,8.0,1.0,3.0,9.0,31.0
925.0,8.0,1.0,3.0,9.0,31.0
926.0,8.0,1.0,3.0,9.0,31.0
927.0,8.0,1.0,3.0,9.0,32.0
928.0,8.0,1.0,3.0,9.0,32.0
929.0,8.0,1.0,3.0,9.0,32.0
930.0,8.0,1.0,3.0,9.0,32.0
931.0,8.0,1.0,3.0,9.0,32.0
932.0,8.0,1.0,3.0,9.0,32.0
933.0,8.0,1.0,3.0,9.0,32.0
934.0,7.0,1.0,3.0,9.0,32.0
935.0,6.0,1.0,3.0,9.0,32.0
936.0,6.0,1.0,3.0,9.0,32.0
937.0,6.0,1.0,3.0,9.0,32.0
938.0,6.0,1.0,3.0,9.0,32.0
939.0,6.0,1.0,3.0,9.0,32.0
940.0,6.0,1.0,3.0,9.0,32.0
941.0,6.0,1.0,3.0,9.0,32.0
942.0,6.0,1.0,3.0,9.0,33.0
943.0,6.0,1.0,3.0,9.0,32.0
944.0,6.0,1.0,3.0,9.0,33.0
945.0,6.0,1.0,3.0,9.0,33.0
946.0,6.0,1.0,3.0,9.0,33.0
947.0,6.0,1.0,3.0,9.0,33.0
948.0,6.0,1.0,3.0,9.0,33.0
949.0,6.0,1.0,3.0,9.0,33.0
950.0,6.0,1.0,3.0,9.0,34.0
951.0,6.0,1.0,3.0,9.0,33.0
952.0,6.0,1.0,3.0,9.0,33.0
953.0,6.0,1.0,3.0,9.0,32.0
954.0,6.0,1.0,3.0,9.0,32.0
955.0,6.0,1.0,3.0,9.0,32.0
956.0,6.0,1.0,3.0,10.0,32.0
957.0,6.0,1.0,3.0,10.0,32.0
958.0,6.0,1.0,3.0,9.0,32.0
959.0,7.0,1.0,3.0,9.0,32.0
960.0,7.0,1.0,3.0,9.0,32.0
961.0,7.0,1.0,3.0,9.0,33.0
962.0,7.0,1.0,3.0,9.0,33.0
963.0,7.0,1.0,3.0,9.0,33.0
964.0,7.0,1.0,3.0,9.0,33.0
965.0,7.0,1.0,3.0,9.0,33.0
966.0,7.0,1.0,3.0,10.0,33.0
967.0,7.0,1.0,3.0,10.0,33.0
968.0,7.0,1.0,3.0,10.0,34.0
969.0,7.0,1.0,3.0,10.0,34.0
970.0,7.0,1.0,3.0,10.0,34.0
971.0,7.0,1.0,3.0,10.0,34.0
972.0,7.0,1.0,3.0,10.0,34.0
973.0,7.0,1.0,3.0,10.0,34.0
974.0,7.0,0.0,3.0,10.0,35.0
975.0,7.0,0.0,3.0,9.0,36.0
976.0,7.0,0.0,3.0,9.0,36.0
977.0,7.0,0.0,3.0,9.0,36.0
978.0,7.0,0.0,3.0,9.0,36.0
979.0,7.0,0.0,3.0,9.0,36.0
980.0,7.0,0.0,3.0,9.0,36.0
981.0,7.0,0.0,2.0,9.0,36.0
982.0,7.0,0.0,2.0,10.0,37.0
983.0,7.0,0.0,2.0,10.0,37.0
984.0,7.0,0.0,2.0,10.0,37.0
985.0,7.0,0.0,2.0,10.0,37.0
986.0,7.0,0.0,2.0,10.0,36.0
987.0,7.0,0.0,2.0,10.0,36.0
988.0,7.0,0.0,2.0,10.0,36.0
989.0,7.0,0.0,2.0,10.0,36.0
990.0,8.0,0.0,2.0,10.0,36.0
991.0,8.0,0.0,2.0,10.0,36.0
992.0,8.0,0.0,2.0,10.0,36.0
993.0,8.0,0.0,2.0,10.0,36.0
994.0,8.0,0.0,2.0,10.0,36.0
995.0,8.0,0.0,2.0,10.0,36.0
996.0,8.0,0.0,2.0,10.0,35.0
997.0,8.0,0.0,2.0,10.0,35.0
998.0,8.0,0.0,2.0,10.0,34.0
999.0,8.0,0.0,2.0,10.0,34.0
1000.0,8.0,0.0,2.0,10.0,33.0
